0
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
1            294          09             30         061            086            *              //Ax Warrior
1            294          09             30         078            091            *              //Ax Warrior
1            294          09             30         061            089            *              //Ax Warrior
2            061          09             30         064            090            *              //Beam Knight
2            061          09             30         071            084            *              //Beam Knight
2            061          09             30         071            087            *              //Beam Knight
2            061          09             30         065            088            *              //Beam Knight
2            061          09             30         067            096            *              //Beam Knight
2            061          09             30         058            085            *              //Beam Knight
2            061          09             30         075            076            *              //Beam Knight
2            061          09             30         076            099            *              //Beam Knight
2            061          09             30         066            080            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            061          09             30         070            084            *              //Beam Knight
2            070          09             30         055            076            *              //Queen Rainier
2            070          09             30         057            094            *              //Queen Rainier
2            070          09             30         075            088            *              //Queen Rainier
2            070          09             30         058            084            *              //Queen Rainier
2            070          09             30         071            084            *              //Queen Rainier
2            070          09             30         064            092            *              //Queen Rainier
2            070          09             30         078            083            *              //Queen Rainier
2            070          09             30         058            086            *              //Queen Rainier
2            070          09             30         074            096            *              //Queen Rainier
2            070          09             30         055            076            *              //Queen Rainier
2            070          09             30         057            094            *              //Queen Rainier
2            070          09             30         075            088            *              //Queen Rainier
2            070          09             30         058            084            *              //Queen Rainier
2            070          09             30         071            084            *              //Queen Rainier
2            070          09             30         064            092            *              //Queen Rainier
2            070          09             30         078            083            *              //Queen Rainier
2            070          09             30         058            086            *              //Queen Rainier
2            070          09             30         074            096            *              //Queen Rainier
3            063          09             30         066            090            *              //Death Beam Knight
3            063          09             30         058            101            *              //Death Beam Knight
end

4
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            060          32             30         136            092            *              //Bloody wolf
0            060          32             30         125            082            *              //Bloody wolf
0            060          32             30         136            102            *              //Bloody wolf
0            060          32             30         132            087            *              //Bloody wolf
0            060          32             30         127            083            *              //Bloody wolf
0            060          32             30         147            087            *              //Bloody wolf
0            060          32             30         129            096            *              //Bloody wolf
0            060          32             30         140            098            *              //Bloody wolf
0            060          32             30         135            109            *              //Bloody wolf
0            060          32             30         147            102            *              //Bloody wolf
0            060          32             30         128            089            *              //Bloody wolf
0            060          32             30         145            098            *              //Bloody wolf
0            060          32             30         149            097            *              //Bloody wolf
0            060          32             30         135            095            *              //Bloody wolf
0            060          32             30         129            103            *              //Bloody wolf
0            060          32             30         149            101            *              //Bloody wolf
0            060          32             30         131            109            *              //Bloody wolf
0            060          32             30         123            086            *              //Bloody wolf
0            060          32             30         130            090            *              //Bloody wolf
0            060          32             30         122            100            *              //Bloody wolf
0            060          32             30         147            102            *              //Bloody wolf
0            060          32             30         128            089            *              //Bloody wolf
0            060          32             30         145            098            *              //Bloody wolf
0            060          32             30         149            097            *              //Bloody wolf
0            060          32             30         135            095            *              //Bloody wolf
0            060          32             30         129            103            *              //Bloody wolf
0            060          32             30         149            101            *              //Bloody wolf
0            060          32             30         131            109            *              //Bloody wolf
0            060          32             30         123            086            *              //Bloody wolf
0            060          32             30         130            090            *              //Bloody wolf
0            060          32             30         122            100            *              //Bloody wolf
0            062          32             30         146            096            *              //Mutant
0            062          32             30         130            105            *              //Mutant
0            062          32             30         148            094            *              //Mutant
0            062          32             30         134            087            *              //Mutant
0            062          32             30         142            104            *              //Mutant
0            062          32             30         145            102            *              //Mutant
0            062          32             30         144            109            *              //Mutant
0            062          32             30         128            085            *              //Mutant
0            062          32             30         142            097            *              //Mutant
0            062          32             30         136            094            *              //Mutant
0            062          32             30         143            103            *              //Mutant
0            062          32             30         129            097            *              //Mutant
0            062          32             30         129            084            *              //Mutant
0            062          32             30         135            095            *              //Mutant
0            062          32             30         122            084            *              //Mutant
0            062          32             30         140            100            *              //Mutant
0            062          32             30         142            108            *              //Mutant
0            062          32             30         146            091            *              //Mutant
0            062          32             30         146            085            *              //Mutant
0            062          32             30         146            100            *              //Mutant
0            062          32             30         142            097            *              //Mutant
0            062          32             30         136            094            *              //Mutant
0            062          32             30         143            103            *              //Mutant
0            062          32             30         129            097            *              //Mutant
0            062          32             30         129            084            *              //Mutant
0            062          32             30         135            095            *              //Mutant
0            062          32             30         122            084            *              //Mutant
0            062          32             30         140            100            *              //Mutant
0            062          32             30         142            108            *              //Mutant
0            062          32             30         146            091            *              //Mutant
0            062          32             30         146            085            *              //Mutant
0            062          32             30         146            100            *              //Mutant
1            057          32             30         149            108            *              //Iron Wheel
1            057          32             30         149            090            *              //Iron Wheel
1            057          32             30         133            103            *              //Iron Wheel
1            057          32             30         130            102            *              //Iron Wheel
1            057          32             30         144            086            *              //Iron Wheel
1            057          32             30         141            104            *              //Iron Wheel
1            057          32             30         147            106            *              //Iron Wheel
1            057          32             30         135            105            *              //Iron Wheel
1            057          32             30         135            106            *              //Iron Wheel
1            057          32             30         125            109            *              //Iron Wheel
1            057          32             30         142            083            *              //Iron Wheel
1            057          32             30         137            085            *              //Iron Wheel
1            057          32             30         132            098            *              //Iron Wheel
1            057          32             30         122            083            *              //Iron Wheel
1            057          32             30         139            107            *              //Iron Wheel
1            057          32             30         135            105            *              //Iron Wheel
1            057          32             30         135            106            *              //Iron Wheel
1            057          32             30         125            109            *              //Iron Wheel
1            057          32             30         142            083            *              //Iron Wheel
1            057          32             30         137            085            *              //Iron Wheel
1            057          32             30         132            098            *              //Iron Wheel
1            057          32             30         122            083            *              //Iron Wheel
1            057          32             30         139            107            *              //Iron Wheel
1            058          32             30         143            109            *              //Tantalos
1            058          32             30         144            088            *              //Tantalos
1            058          32             30         147            096            *              //Tantalos
1            058          32             30         147            101            *              //Tantalos
1            058          32             30         140            082            *              //Tantalos
1            058          32             30         140            099            *              //Tantalos
1            058          32             30         138            105            *              //Tantalos
1            058          32             30         135            108            *              //Tantalos
1            058          32             30         129            109            *              //Tantalos
1            058          32             30         140            090            *              //Tantalos
1            058          32             30         149            096            *              //Tantalos
1            058          32             30         128            092            *              //Tantalos
1            058          32             30         145            097            *              //Tantalos
1            058          32             30         128            095            *              //Tantalos
1            058          32             30         122            107            *              //Tantalos
1            058          32             30         143            109            *              //Tantalos
1            058          32             30         144            088            *              //Tantalos
1            058          32             30         147            096            *              //Tantalos
1            058          32             30         147            101            *              //Tantalos
1            058          32             30         140            082            *              //Tantalos
1            058          32             30         140            099            *              //Tantalos
1            058          32             30         138            105            *              //Tantalos
1            058          32             30         135            108            *              //Tantalos
1            058          32             30         129            109            *              //Tantalos
1            058          32             30         140            090            *              //Tantalos
1            058          32             30         149            096            *              //Tantalos
1            058          32             30         128            092            *              //Tantalos
1            058          32             30         145            097            *              //Tantalos
1            058          32             30         128            095            *              //Tantalos
1            058          32             30         122            107            *              //Tantalos
2            292          32             30         131            096            *              //Queen Bee
2            292          32             30         138            090            *              //Queen Bee
2            292          32             30         138            093            *              //Queen Bee
2            292          32             30         132            094            *              //Queen Bee
2            292          32             30         134            102            *              //Queen Bee
2            292          32             30         125            091            *              //Queen Bee
2            292          32             30         142            082            *              //Queen Bee
2            292          32             30         143            105            *              //Queen Bee
2            292          32             30         133            086            *              //Queen Bee
2            292          32             30         137            090            *              //Queen Bee
2            293          32             30         122            082            *              //Poison Golem
2            293          32             30         124            100            *              //Poison Golem
2            293          32             30         142            094            *              //Poison Golem
2            293          32             30         125            090            *              //Poison Golem
2            293          32             30         138            090            *              //Poison Golem
2            293          32             30         131            098            *              //Poison Golem
2            293          32             30         145            089            *              //Poison Golem
2            293          32             30         125            092            *              //Poison Golem
2            293          32             30         141            102            *              //Poison Golem
2            293          32             30         131            086            *              //Poison Golem
2            293          32             30         131            098            *              //Poison Golem
2            293          32             30         145            089            *              //Poison Golem
2            293          32             30         125            092            *              //Poison Golem
2            293          32             30         141            102            *              //Poison Golem
2            293          32             30         131            086            *              //Poison Golem
3            291          32             30         133            096            *              //Fire Golem
3            291          32             30         125            107            *              //Fire Golem
3            291          32             30         133            084            *              //Fire Golem
3            291          32             30         133            105            *              //Fire Golem
3            291          32             30         134            100            *              //Fire Golem
3            291          32             30         123            086            *              //Fire Golem
3            291          32             30         127            094            *              //Fire Golem
3            291          32             30         149            101            *              //Fire Golem
3            291          32             30         141            090            *              //Fire Golem
3            291          32             30         140            106            *              //Fire Golem
3            291          32             30         123            086            *              //Fire Golem
3            291          32             30         127            094            *              //Fire Golem
3            291          32             30         149            101            *              //Fire Golem
3            291          32             30         141            090            *              //Fire Golem
3            291          32             30         140            106            *              //Fire Golem
end

5
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            069          32             30         138            164            *              //Alquamos
0            069          32             30         127            154            *              //Alquamos
0            069          32             30         138            174            *              //Alquamos
0            069          32             30         134            159            *              //Alquamos
0            069          32             30         129            155            *              //Alquamos
0            069          32             30         149            159            *              //Alquamos
0            069          32             30         131            168            *              //Alquamos
0            069          32             30         142            170            *              //Alquamos
0            069          32             30         137            181            *              //Alquamos
0            069          32             30         149            174            *              //Alquamos
0            069          32             30         130            161            *              //Alquamos
0            069          32             30         147            170            *              //Alquamos
0            069          32             30         151            169            *              //Alquamos
0            069          32             30         137            167            *              //Alquamos
0            069          32             30         131            175            *              //Alquamos
0            069          32             30         151            173            *              //Alquamos
0            069          32             30         133            181            *              //Alquamos
0            069          32             30         125            158            *              //Alquamos
0            069          32             30         132            162            *              //Alquamos
0            069          32             30         124            172            *              //Alquamos
0            069          32             30         138            164            *              //Alquamos
0            069          32             30         127            154            *              //Alquamos
0            069          32             30         138            174            *              //Alquamos
0            069          32             30         134            159            *              //Alquamos
0            069          32             30         129            155            *              //Alquamos
0            069          32             30         149            159            *              //Alquamos
0            069          32             30         131            168            *              //Alquamos
0            069          32             30         142            170            *              //Alquamos
0            069          32             30         137            181            *              //Alquamos
0            069          32             30         149            174            *              //Alquamos
0            069          32             30         130            161            *              //Alquamos
0            069          32             30         147            170            *              //Alquamos
0            069          32             30         151            169            *              //Alquamos
0            069          32             30         137            167            *              //Alquamos
0            069          32             30         131            175            *              //Alquamos
0            069          32             30         151            173            *              //Alquamos
0            069          32             30         133            181            *              //Alquamos
0            069          32             30         125            158            *              //Alquamos
0            069          32             30         132            162            *              //Alquamos
0            069          32             30         124            172            *              //Alquamos
0            071          32             30         148            168            *              //Mega Crust
0            071          32             30         132            177            *              //Mega Crust
0            071          32             30         150            166            *              //Mega Crust
0            071          32             30         136            159            *              //Mega Crust
0            071          32             30         144            176            *              //Mega Crust
0            071          32             30         147            174            *              //Mega Crust
0            071          32             30         146            181            *              //Mega Crust
0            071          32             30         130            157            *              //Mega Crust
0            071          32             30         144            169            *              //Mega Crust
0            071          32             30         138            166            *              //Mega Crust
0            071          32             30         145            175            *              //Mega Crust
0            071          32             30         131            169            *              //Mega Crust
0            071          32             30         131            156            *              //Mega Crust
0            071          32             30         137            167            *              //Mega Crust
0            071          32             30         124            156            *              //Mega Crust
0            071          32             30         142            172            *              //Mega Crust
0            071          32             30         144            180            *              //Mega Crust
0            071          32             30         148            163            *              //Mega Crust
0            071          32             30         148            157            *              //Mega Crust
0            071          32             30         148            172            *              //Mega Crust
0            071          32             30         148            168            *              //Mega Crust
0            071          32             30         132            177            *              //Mega Crust
0            071          32             30         150            166            *              //Mega Crust
0            071          32             30         136            159            *              //Mega Crust
0            071          32             30         144            176            *              //Mega Crust
0            071          32             30         147            174            *              //Mega Crust
0            071          32             30         146            181            *              //Mega Crust
0            071          32             30         130            157            *              //Mega Crust
0            071          32             30         144            169            *              //Mega Crust
0            071          32             30         138            166            *              //Mega Crust
0            071          32             30         145            175            *              //Mega Crust
0            071          32             30         131            169            *              //Mega Crust
0            071          32             30         131            156            *              //Mega Crust
0            071          32             30         137            167            *              //Mega Crust
0            071          32             30         124            156            *              //Mega Crust
0            071          32             30         142            172            *              //Mega Crust
0            071          32             30         144            180            *              //Mega Crust
0            071          32             30         148            163            *              //Mega Crust
0            071          32             30         148            157            *              //Mega Crust
0            071          32             30         148            172            *              //Mega Crust
1            073          32             30         151            180            *              //Drakan
1            073          32             30         151            162            *              //Drakan
1            073          32             30         135            175            *              //Drakan
1            073          32             30         132            174            *              //Drakan
1            073          32             30         146            158            *              //Drakan
1            073          32             30         143            176            *              //Drakan
1            073          32             30         149            178            *              //Drakan
1            073          32             30         137            177            *              //Drakan
1            073          32             30         137            178            *              //Drakan
1            073          32             30         127            181            *              //Drakan
1            073          32             30         144            155            *              //Drakan
1            073          32             30         139            157            *              //Drakan
1            073          32             30         134            170            *              //Drakan
1            073          32             30         124            155            *              //Drakan
1            073          32             30         141            179            *              //Drakan
1            073          32             30         151            180            *              //Drakan
1            073          32             30         151            162            *              //Drakan
1            073          32             30         135            175            *              //Drakan
1            073          32             30         132            174            *              //Drakan
1            073          32             30         146            158            *              //Drakan
1            073          32             30         143            176            *              //Drakan
1            074          32             30         145            181            *              //Alpha Crust
1            074          32             30         146            160            *              //Alpha Crust
1            074          32             30         149            168            *              //Alpha Crust
1            074          32             30         149            173            *              //Alpha Crust
1            074          32             30         142            154            *              //Alpha Crust
1            074          32             30         142            171            *              //Alpha Crust
1            074          32             30         140            177            *              //Alpha Crust
1            074          32             30         137            180            *              //Alpha Crust
1            074          32             30         131            181            *              //Alpha Crust
1            074          32             30         142            162            *              //Alpha Crust
1            074          32             30         151            168            *              //Alpha Crust
1            074          32             30         130            164            *              //Alpha Crust
1            074          32             30         147            169            *              //Alpha Crust
1            074          32             30         130            167            *              //Alpha Crust
1            074          32             30         124            179            *              //Alpha Crust
1            074          32             30         145            181            *              //Alpha Crust
1            074          32             30         146            160            *              //Alpha Crust
1            074          32             30         149            168            *              //Alpha Crust
1            074          32             30         149            173            *              //Alpha Crust
1            074          32             30         142            154            *              //Alpha Crust
1            074          32             30         142            171            *              //Alpha Crust
1            074          32             30         140            177            *              //Alpha Crust
1            074          32             30         137            180            *              //Alpha Crust
1            074          32             30         131            181            *              //Alpha Crust
1            074          32             30         142            162            *              //Alpha Crust
2            072          32             30         133            168            *              //Phantom Knight
2            072          32             30         140            162            *              //Phantom Knight
2            072          32             30         140            165            *              //Phantom Knight
2            072          32             30         134            166            *              //Phantom Knight
2            072          32             30         136            174            *              //Phantom Knight
2            072          32             30         127            163            *              //Phantom Knight
2            072          32             30         144            154            *              //Phantom Knight
2            072          32             30         145            177            *              //Phantom Knight
2            072          32             30         135            158            *              //Phantom Knight
2            072          32             30         139            162            *              //Phantom Knight
2            072          32             30         133            168            *              //Phantom Knight
2            072          32             30         140            162            *              //Phantom Knight
2            072          32             30         140            165            *              //Phantom Knight
2            072          32             30         134            166            *              //Phantom Knight
2            072          32             30         136            174            *              //Phantom Knight
2            072          32             30         127            163            *              //Phantom Knight
2            072          32             30         144            154            *              //Phantom Knight
2            072          32             30         145            177            *              //Phantom Knight
2            072          32             30         135            158            *              //Phantom Knight
2            072          32             30         139            162            *              //Phantom Knight
2            075          32             30         124            154            *              //Great Drakan
2            075          32             30         126            172            *              //Great Drakan
2            075          32             30         144            166            *              //Great Drakan
2            075          32             30         127            162            *              //Great Drakan
2            075          32             30         140            162            *              //Great Drakan
2            075          32             30         133            170            *              //Great Drakan
2            075          32             30         147            161            *              //Great Drakan
2            075          32             30         127            164            *              //Great Drakan
2            075          32             30         143            174            *              //Great Drakan
2            075          32             30         133            158            *              //Great Drakan
3            077          32             30         135            168            *              //Phoenix of Darkness
3            077          32             30         127            179            *              //Phoenix of Darkness
3            077          32             30         135            156            *              //Phoenix of Darkness
end

6
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            434          32             30         065            150            *              //Gigantis
0            434          32             30         054            140            *              //Gigantis
0            434          32             30         065            160            *              //Gigantis
0            434          32             30         061            145            *              //Gigantis
0            434          32             30         056            141            *              //Gigantis
0            434          32             30         076            145            *              //Gigantis
0            434          32             30         058            154            *              //Gigantis
0            434          32             30         069            156            *              //Gigantis
0            434          32             30         064            167            *              //Gigantis
0            434          32             30         076            160            *              //Gigantis
0            434          32             30         057            147            *              //Gigantis
0            434          32             30         074            156            *              //Gigantis
0            434          32             30         078            155            *              //Gigantis
0            434          32             30         064            153            *              //Gigantis
0            434          32             30         058            161            *              //Gigantis
0            434          32             30         078            159            *              //Gigantis
0            434          32             30         060            167            *              //Gigantis
0            434          32             30         052            144            *              //Gigantis
0            434          32             30         059            148            *              //Gigantis
0            434          32             30         051            158            *              //Gigantis
0            434          32             30         074            156            *              //Gigantis
0            434          32             30         078            155            *              //Gigantis
0            434          32             30         064            153            *              //Gigantis
0            434          32             30         058            161            *              //Gigantis
0            434          32             30         078            159            *              //Gigantis
0            434          32             30         060            167            *              //Gigantis
0            434          32             30         052            144            *              //Gigantis
0            434          32             30         059            148            *              //Gigantis
0            434          32             30         051            158            *              //Gigantis
0            435          32             30         075            154            *              //Berserker
0            435          32             30         059            163            *              //Berserker
0            435          32             30         077            152            *              //Berserker
0            435          32             30         063            145            *              //Berserker
0            435          32             30         071            162            *              //Berserker
0            435          32             30         074            160            *              //Berserker
0            435          32             30         073            167            *              //Berserker
0            435          32             30         057            143            *              //Berserker
0            435          32             30         071            155            *              //Berserker
0            435          32             30         065            152            *              //Berserker
0            435          32             30         072            161            *              //Berserker
0            435          32             30         058            155            *              //Berserker
0            435          32             30         058            142            *              //Berserker
0            435          32             30         064            153            *              //Berserker
0            435          32             30         051            142            *              //Berserker
0            435          32             30         069            158            *              //Berserker
0            435          32             30         071            166            *              //Berserker
0            435          32             30         075            149            *              //Berserker
0            435          32             30         075            143            *              //Berserker
0            435          32             30         075            158            *              //Berserker
0            435          32             30         072            161            *              //Berserker
0            435          32             30         058            155            *              //Berserker
0            435          32             30         058            142            *              //Berserker
0            435          32             30         064            153            *              //Berserker
0            435          32             30         051            142            *              //Berserker
0            435          32             30         069            158            *              //Berserker
0            435          32             30         071            166            *              //Berserker
0            435          32             30         075            149            *              //Berserker
0            435          32             30         075            143            *              //Berserker
0            435          32             30         075            158            *              //Berserker
1            436          32             30         078            166            *              //Balram
1            436          32             30         078            148            *              //Balram
1            436          32             30         062            161            *              //Balram
1            436          32             30         059            160            *              //Balram
1            436          32             30         073            144            *              //Balram
1            436          32             30         070            162            *              //Balram
1            436          32             30         076            164            *              //Balram
1            436          32             30         064            163            *              //Balram
1            436          32             30         064            164            *              //Balram
1            436          32             30         054            167            *              //Balram
1            436          32             30         071            141            *              //Balram
1            436          32             30         066            143            *              //Balram
1            436          32             30         061            156            *              //Balram
1            436          32             30         051            141            *              //Balram
1            436          32             30         068            165            *              //Balram
1            436          32             30         066            143            *              //Balram
1            436          32             30         061            156            *              //Balram
1            436          32             30         051            141            *              //Balram
1            436          32             30         068            165            *              //Balram
1            437          32             30         072            167            *              //Soram
1            437          32             30         073            146            *              //Soram
1            437          32             30         076            154            *              //Soram
1            437          32             30         076            159            *              //Soram
1            437          32             30         069            140            *              //Soram
1            437          32             30         069            157            *              //Soram
1            437          32             30         067            163            *              //Soram
1            437          32             30         064            166            *              //Soram
1            437          32             30         058            167            *              //Soram
1            437          32             30         069            148            *              //Soram
1            437          32             30         078            154            *              //Soram
1            437          32             30         057            150            *              //Soram
1            437          32             30         074            155            *              //Soram
1            437          32             30         057            153            *              //Soram
1            437          32             30         051            165            *              //Soram
1            437          32             30         058            167            *              //Soram
1            437          32             30         069            148            *              //Soram
1            437          32             30         078            154            *              //Soram
1            437          32             30         057            150            *              //Soram
1            437          32             30         074            155            *              //Soram
1            437          32             30         057            153            *              //Soram
1            437          32             30         051            165            *              //Soram
2            438          32             30         060            154            *              //Persona
2            438          32             30         067            148            *              //Persona
2            438          32             30         067            151            *              //Persona
2            438          32             30         061            152            *              //Persona
2            438          32             30         063            160            *              //Persona
2            438          32             30         054            149            *              //Persona
2            438          32             30         071            140            *              //Persona
2            438          32             30         072            163            *              //Persona
2            438          32             30         062            144            *              //Persona
2            438          32             30         066            148            *              //Persona
2            438          32             30         071            140            *              //Persona
2            438          32             30         072            163            *              //Persona
2            438          32             30         062            144            *              //Persona
2            438          32             30         066            148            *              //Persona
2            439          32             30         051            140            *              //Dreadfear
2            439          32             30         053            158            *              //Dreadfear
2            439          32             30         071            152            *              //Dreadfear
2            439          32             30         054            148            *              //Dreadfear
2            439          32             30         067            148            *              //Dreadfear
2            439          32             30         060            156            *              //Dreadfear
2            439          32             30         074            147            *              //Dreadfear
2            439          32             30         054            150            *              //Dreadfear
2            439          32             30         070            160            *              //Dreadfear
2            439          32             30         060            144            *              //Dreadfear
2            439          32             30         060            156            *              //Dreadfear
2            439          32             30         074            147            *              //Dreadfear
2            439          32             30         054            150            *              //Dreadfear
2            439          32             30         070            160            *              //Dreadfear
2            439          32             30         060            144            *              //Dreadfear
2            439          32             30         060            156            *              //Dreadfear
2            439          32             30         074            147            *              //Dreadfear
2            439          32             30         054            150            *              //Dreadfear
3            440          32             30         062            154            *              //Dark Elf
3            440          32             30         054            165            *              //Dark Elf
end
